id,gender,seniorCitizen,partner,dependents,tenure,phoneService,multipleLines,internetService,onlineSecurity,onlineBackup,deviceProtection,techSupport,streamingTV,streamingMovies,contract,paperlessBilling,paymentMethod,monthlyCharges,totalCharges,churn,date
2777,Male,True,True,False,16,True,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,True,Credit card (automatic),74.3,1178.25,True,2024-05-26
2778,Male,False,False,False,10,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Electronic check,20.0,185.4,False,2024-12-08
2779,Female,False,False,False,13,True,No,Fiber optic,No,Yes,No,No,No,No,One year,True,Mailed check,74.65,966.25,False,2024-12-01
2780,Male,False,False,False,9,True,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,True,Electronic check,85.35,758.6,True,2024-10-07
2781,Female,False,False,False,25,True,No,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,False,Mailed check,74.3,1863.8,True,2024-08-20
2782,Male,True,False,False,7,False,No phone service,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,True,Electronic check,44.4,265.8,False,2025-04-08
2783,Male,False,True,True,38,True,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,True,Bank transfer (automatic),85.4,3297.0,False,2024-10-06
2784,Female,False,True,False,43,True,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,True,Electronic check,94.1,4107.3,False,2024-11-17
2785,Female,False,False,True,4,True,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,True,Bank transfer (automatic),98.1,396.3,True,2024-07-22
2786,Female,False,False,False,25,True,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,False,Electronic check,108.9,2809.05,False,2024-07-11
2787,Male,False,False,True,27,True,No,DSL,Yes,Yes,No,No,No,No,One year,False,Mailed check,56.2,1567.55,False,2025-03-08
2788,Male,False,True,True,72,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Mailed check,26.1,1851.45,False,2025-01-12
2789,Male,False,False,True,71,True,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,True,Credit card (automatic),85.45,6028.95,False,2025-03-05
2790,Female,False,False,False,24,True,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,True,Credit card (automatic),88.95,2072.75,False,2024-11-01
2791,Female,False,False,False,50,True,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,True,Electronic check,109.65,5551.15,True,2024-12-15
2792,Male,False,False,False,57,True,No,DSL,Yes,No,Yes,No,Yes,Yes,Two year,True,Bank transfer (automatic),74.35,4317.35,False,2024-06-28
2793,Female,False,False,False,15,True,No,DSL,No,Yes,No,No,No,No,Month-to-month,False,Electronic check,48.85,736.8,False,2024-05-06
2794,Male,False,False,False,4,True,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,True,Electronic check,80.1,336.15,False,2024-12-12
2795,Female,False,False,False,28,True,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,False,Electronic check,56.05,1522.65,False,2024-07-07
2796,Female,True,False,False,9,True,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Electronic check,74.55,622.9,True,2024-10-09
2797,Female,False,True,False,55,True,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,True,Bank transfer (automatic),89.8,4959.6,False,2024-06-29
2798,Male,False,False,False,3,True,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,True,Electronic check,100.95,329.95,True,2024-09-06
2799,Male,False,False,False,10,True,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,True,Electronic check,94.9,1048.85,True,2024-06-10
2800,Male,False,False,True,55,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Bank transfer (automatic),19.1,1001.5,False,2024-10-10
2801,Female,False,True,True,20,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,20.35,442.6,False,2024-12-21
2802,Female,False,True,True,62,True,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,True,Credit card (automatic),106.05,6703.5,False,2024-09-08
2803,Male,True,True,False,32,True,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,True,Electronic check,104.9,3351.55,True,2024-12-26
2804,Female,False,False,False,43,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,True,Bank transfer (automatic),19.65,779.25,False,2024-08-27
2805,Male,False,True,False,9,False,No phone service,DSL,No,No,No,No,No,No,One year,False,Bank transfer (automatic),24.1,259.8,True,2024-05-10
2806,Female,False,True,False,60,True,No,DSL,Yes,Yes,No,Yes,No,No,Two year,False,Bank transfer (automatic),59.85,3483.45,False,2025-01-21
2807,Male,False,True,False,58,True,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,True,Electronic check,86.1,4890.5,False,2025-03-12
2808,Male,False,False,True,7,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Mailed check,19.45,136.75,False,2025-02-13
2809,Male,False,True,True,2,True,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,False,Electronic check,97.1,184.15,False,2024-08-10
2810,Male,True,False,False,37,False,No phone service,DSL,No,Yes,Yes,No,No,No,Month-to-month,False,Electronic check,36.65,1315.0,False,2024-11-20
2811,Female,True,True,True,65,True,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,True,Bank transfer (automatic),103.9,6767.1,False,2024-06-30
2812,Female,False,True,True,39,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Mailed check,19.75,757.95,False,2025-04-07
2813,Male,False,True,False,66,True,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,True,Electronic check,104.05,6890.0,True,2025-02-26
2814,Male,False,False,False,68,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Mailed check,24.55,1657.4,False,2025-01-14
2815,Female,False,True,True,62,False,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,Two year,False,Bank transfer (automatic),48.7,3008.55,False,2024-07-24
2816,Male,False,False,False,3,True,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,True,Mailed check,88.35,262.05,True,2024-06-24
2817,Female,False,True,False,72,True,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,True,Electronic check,109.55,8165.1,False,2024-05-08
2818,Female,False,True,False,41,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Credit card (automatic),20.65,875.55,False,2024-10-16
2819,Male,False,True,True,29,True,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,False,Credit card (automatic),94.65,2649.15,True,2024-09-21
2820,Female,False,False,False,4,True,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,False,Electronic check,55.2,220.65,False,2024-12-19
2821,Male,False,False,False,53,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Bank transfer (automatic),24.05,1301.9,False,2025-03-22
2822,Male,True,True,False,1,True,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Electronic check,74.4,74.4,True,2024-09-06
2823,Female,False,True,True,41,True,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,False,Credit card (automatic),79.9,3326.2,True,2024-10-23
2824,Male,False,True,False,39,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,True,Bank transfer (automatic),20.45,790.0,False,2024-07-27
2825,Male,False,True,False,63,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Mailed check,19.25,1237.65,False,2025-05-02
2826,Male,False,False,False,15,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,True,Electronic check,26.35,378.6,False,2024-09-04
2827,Female,False,True,False,13,True,No,DSL,No,No,No,No,No,No,One year,False,Electronic check,43.8,592.65,False,2024-09-21
2828,Male,False,False,False,1,True,No,DSL,No,Yes,No,No,No,No,Month-to-month,True,Mailed check,50.15,50.15,False,2024-08-05
2829,Male,False,False,False,1,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Mailed check,20.45,20.45,False,2024-06-23
2830,Male,True,False,False,8,True,No,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Electronic check,69.7,560.85,True,2024-12-24
2831,Male,False,False,False,60,True,No,DSL,Yes,Yes,Yes,No,No,No,Two year,False,Electronic check,61.4,3638.25,False,2024-05-11
2832,Female,True,True,False,12,True,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,True,Electronic check,98.1,1060.2,True,2025-03-14
2833,Male,False,True,False,40,True,Yes,DSL,No,Yes,No,Yes,Yes,No,One year,False,Credit card (automatic),70.75,2921.75,False,2024-12-06
2834,Female,False,False,False,66,True,No,DSL,Yes,Yes,Yes,No,No,No,Two year,True,Bank transfer (automatic),61.15,4017.45,False,2024-05-30
2835,Male,False,True,True,42,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Mailed check,20.25,854.9,False,2025-04-20
2836,Female,True,False,False,66,True,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,True,Credit card (automatic),63.85,4174.35,False,2024-12-02
2837,Male,False,False,False,49,True,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,False,Electronic check,98.7,4920.55,False,2024-09-16
2838,Female,False,False,False,1,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,20.5,20.5,True,2024-10-25
2839,Female,False,False,False,41,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Mailed check,20.0,810.3,False,2024-05-25
2840,Female,False,True,True,41,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Bank transfer (automatic),19.3,772.4,False,2024-10-19
2841,Female,False,True,True,23,True,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,False,Mailed check,84.4,1936.85,False,2024-06-27
2842,Male,False,False,False,3,False,No phone service,DSL,No,No,No,No,No,No,Month-to-month,False,Electronic check,25.1,79.8,False,2024-05-18
2843,Female,False,False,False,4,False,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,False,Mailed check,48.25,202.25,False,2024-11-04
2844,Female,False,True,True,52,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Mailed check,19.85,1070.5,False,2024-05-09
2845,Female,True,True,False,4,True,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,True,Electronic check,99.6,347.65,True,2024-08-14
2846,Female,False,False,False,11,True,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,True,Electronic check,94.2,999.9,False,2024-10-12
2847,Female,False,True,False,2,True,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,True,Mailed check,62.15,113.1,False,2025-01-07
2848,Female,False,True,False,26,True,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,False,Bank transfer (automatic),79.3,2015.8,False,2025-01-01
2849,Male,False,True,True,24,True,No,DSL,Yes,No,Yes,No,No,No,One year,True,Credit card (automatic),56.25,1454.25,False,2024-07-19
2850,Female,False,False,False,12,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,20.3,246.7,False,2024-12-26
2851,Male,True,True,False,60,True,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,True,Electronic check,99.0,6017.9,False,2024-07-07
2852,Female,False,True,True,64,True,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,True,Mailed check,90.6,5817.45,False,2024-05-06
2853,Male,False,True,False,66,True,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,True,Bank transfer (automatic),85.9,5595.3,False,2025-02-21
2854,Female,False,False,False,60,True,Yes,Fiber optic,No,No,Yes,No,No,No,One year,True,Bank transfer (automatic),79.2,4765.0,False,2025-04-24
2855,Male,False,True,True,17,True,Yes,DSL,Yes,No,Yes,No,Yes,No,One year,True,Bank transfer (automatic),70.35,1201.65,False,2024-05-11
2856,Male,False,True,True,42,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Mailed check,19.35,867.3,False,2025-04-01
2857,Male,False,False,False,1,True,Yes,DSL,No,No,No,No,No,No,Month-to-month,True,Electronic check,50.15,50.15,False,2025-01-05
2858,Female,False,True,True,47,True,No,DSL,No,Yes,No,Yes,No,Yes,Two year,False,Bank transfer (automatic),63.8,3007.25,False,2024-12-14
2859,Female,False,True,False,10,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,True,Mailed check,20.55,252.75,False,2025-01-14
2860,Male,True,True,False,70,True,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,True,Credit card (automatic),88.55,6306.5,False,2024-05-07
2861,Male,True,False,False,67,True,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,True,Credit card (automatic),101.4,6841.05,False,2024-07-21
2862,Female,False,False,False,1,True,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,True,Electronic check,81.95,81.95,True,2024-05-31
2863,Male,False,True,False,7,True,No,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Electronic check,69.35,451.1,True,2024-11-26
2864,Male,False,False,False,1,True,No,DSL,No,No,No,No,No,No,Month-to-month,False,Mailed check,44.6,44.6,False,2024-05-11
2865,Male,False,False,False,4,True,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,True,Bank transfer (automatic),63.75,226.2,False,2024-09-13
2866,Female,False,True,True,66,True,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,False,Bank transfer (automatic),109.25,7082.5,False,2024-07-05
2867,Female,False,False,False,12,True,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,True,Electronic check,84.6,1017.35,False,2025-04-11
2868,Female,False,False,False,24,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Credit card (automatic),20.45,527.35,False,2024-11-18
2869,Male,False,False,False,26,True,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,True,Electronic check,85.75,2146.5,False,2025-03-13
2870,Female,False,False,False,6,True,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,True,Electronic check,91.1,455.3,True,2024-10-24
2871,Male,False,True,False,57,True,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,False,Electronic check,107.95,5969.85,False,2024-07-27
2872,Male,False,True,False,14,True,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,True,Electronic check,86.1,1235.55,True,2024-05-23
2873,Female,False,True,True,42,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Electronic check,22.95,1014.25,False,2024-07-13
2874,Male,False,False,False,25,True,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,True,Bank transfer (automatic),94.7,2362.1,True,2024-12-03
2875,Female,False,True,False,64,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Credit card (automatic),19.45,1225.65,False,2024-07-26
2876,Male,False,True,False,22,True,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,True,Electronic check,85.1,1873.7,True,2024-06-28
2877,Male,False,False,False,19,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,True,Credit card (automatic),19.7,386.5,False,2025-01-30
2878,Female,False,True,True,61,True,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,True,Electronic check,99.15,6010.05,True,2024-07-16
2879,Male,False,True,False,22,True,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,True,Bank transfer (automatic),87.0,1850.65,False,2025-01-19
2880,Male,True,True,False,70,True,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,True,Electronic check,102.95,7101.5,True,2024-12-13
2881,Male,False,False,False,12,True,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,True,Bank transfer (automatic),79.95,1043.4,False,2024-05-03
